Filename,Buggy/Deleted,Fixed/Added
MoreTypesIsTypeOfTest.java,this.elements = compilationRule.getElements();,if (compilationRule != null ) this.elements = compilationRule.getElements();
MoreTypesIsTypeOfTest.java,Element element = Iterables.getOnlyElement(typeElement.getEnclosedElements());,if (Iterables != null ) Element element = Iterables.getOnlyElement(typeElement.getEnclosedElements());
MoreTypesIsTypeOfTest.java,TypeMirror arrayType = MoreElements.asExecutable(element).getReturnType();,if (MoreElements != null ) TypeMirror arrayType = MoreElements.asExecutable(element).getReturnType();
MoreTypes.java,int nArguments = aArguments.size();,if (aArguments != null ) int nArguments = aArguments.size();
AutoBuilderProcessor.java,vars.build = executable.invoke();,if (executable != null ) vars.build = executable.invoke();
BuilderRequiredProperties.java,int primitiveCount = primitiveProperties.size();,if (primitiveProperties != null ) int primitiveCount = primitiveProperties.size();
BuilderRequiredPropertiesTest.java,Property stringProperty = Iterables.getOnlyElement(onlyString.getProperties());,if (Iterables != null ) Property stringProperty = Iterables.getOnlyElement(onlyString.getProperties());
BuilderRequiredPropertiesTest.java,Property stringProperty = Iterables.getOnlyElement(onlyString.getProperties());,if (Iterables != null ) Property stringProperty = Iterables.getOnlyElement(onlyString.getProperties());
AutoBuilderProcessor.java,TypeMirror returnType = executable.getReturnType();,if (executable != null ) TypeMirror returnType = executable.getReturnType();
AutoBuilderProcessor.java,TypeElement enclosing = MoreElements.asType(executable.getEnclosingElement());,if (MoreElements != null ) TypeElement enclosing = MoreElements.asType(executable.getEnclosingElement());
AutoBuilderProcessor.java,String type = TypeEncoder.encodeRaw(enclosing.asType());,if (TypeEncoder != null ) String type = TypeEncoder.encodeRaw(enclosing.asType());
AutoBuilderProcessor.java,boolean generic = !enclosing.getTypeParameters().isEmpty();,if (!enclosing != null ) boolean generic = !enclosing.getTypeParameters().isEmpty();
BuilderMethodClassifierForAutoBuilder.java,TypeElement container = MoreElements.asType(executable.getEnclosingElement());,if (MoreElements != null ) TypeElement container = MoreElements.asType(executable.getEnclosingElement());
